canonical_name,carrier,technology,capacity_mw_final,capacity_mw_ppm,capacity_mw_rsa,capacity_mw_reipppp,eskom_anchor_capacity_mw,anchor_delta_mw,date_in_final,date_out_final,lat_final,lon_final,source_ppm,source_rsa,source_reipppp,status_2023,included_2023,decision,decision_reason,notes
Dassieklip,onwind,Onshore,26.1900,27.0000,,26.1900,,,2014,,-34.2275,19.3830,"ppm_live:{'GWPT': {'G100000900007'}, 'GPD': {'WRI1026021'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2014/02/14; status=operational
Dorper,onwind,Onshore,97.0000,100.0000,,97.0000,,,2014,,-31.4809,26.4393,"ppm_live:{'GWPT': {'G100000900060'}, 'GPD': {'WRI1061295'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2014/08/01; status=operational
Exelsior,onwind,Onshore,31.9000,32.0000,,31.9000,,,2020,,-34.2423,20.2307,ppm_live:{'GWPT': {'G100000900210'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2020/12/23; status=operational
Garob,onwind,Onshore,135.9000,145.0000,,135.9000,,,2021,,-29.9590,22.4131,ppm_live:{'GWPT': {'G100000900020'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2021/12/01; status=operational
Golden_valley,onwind,Onshore,117.7200,120.0000,,117.7200,,,2021,,-32.8875,25.9418,ppm_live:{'GWPT': {'G100000900040'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2021/05/01; status=operational
Gouda,onwind,Onshore,135.2000,138.0000,,135.2000,,,2015,,-33.2564,19.0184,"ppm_live:{'GWPT': {'G100000900001'}, 'GPD': {'WRI1061299'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2015/09/01; status=operational
Grassridge,onwind,Onshore,59.8000,62.0000,,59.8000,,,2016,,-33.6551,25.5915,"ppm_live:{'GWPT': {'G100000900013'}, 'GPD': {'WRI1061298'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2016/06/01; status=operational
Hopefield,onwind,Onshore,65.4000,67.0000,,65.4000,,,2014,,-33.0928,18.3989,ppm_live:{'GWPT': {'G100000920685'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2014/02/01; status=operational
Jeffreysbay,onwind,Onshore,133.8600,138.0000,,133.8600,,,2014,,-34.0107,24.8808,"ppm_live:{'GWPT': {'G100000900039'}, 'GPD': {'WRI1061296'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2014/05/01; status=operational
Kangnas,onwind,Onshore,136.7000,,,136.7000,,,2020,,-29.4982,18.3336,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2020/11/01; status=operational
Karusa,onwind,Onshore,139.8000,140.0000,,139.8000,,,2022,,-32.8858,20.6567,ppm_live:{'GWPT': {'G100000900027'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2022/06/01; status=operational
Khobab,onwind,Onshore,137.7000,140.0000,,137.7000,,,2017,,-30.4344,19.5538,"ppm_live:{'GWPT': {'G100000900047'}, 'GPD': {'WRI1061278'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2017/12/01; status=operational
Kouga,onwind,Onshore,77.6000,80.0000,,77.6000,,,2015,,-34.1466,24.7004,"ppm_live:{'GWPT': {'G100000900063'}, 'GPD': {'WRI1026014'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2015/03/17; status=operational
Loeriesfontein2,onwind,Onshore,138.2000,,,138.2000,,,2017,,-30.3804,19.5893,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2017/12/01; status=operational
Mulilo_de_aar1,onwind,Onshore,139.0000,100.0000,,139.0000,,,2017,,-30.7167,23.9206,ppm_live:{'GPD': {'WRI1061283'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2017/11/01; status=operational
Mulilo_de_aar2,onwind,Onshore,96.5000,89.0000,,96.5000,,,2017,,-30.7349,23.8665,ppm_live:{'GWPT': {'G100000927424'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2017/11/01; status=operational
Metrowind,onwind,Onshore,86.6000,,,86.6000,,,2014,,-33.9622,25.2444,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2014/02/07; status=operational
Noblesfontein,onwind,Onshore,72.7500,74.0000,,72.7500,,,2014,,-31.7508,23.1733,ppm_live:{'GWPT': {'G100000900016'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2014/06/11; status=operational
Nojoli,onwind,Onshore,86.6000,88.0000,,86.6000,,,2016,,-32.7710,25.9157,ppm_live:{'GWPT': {'G100000900023'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2016/10/03; status=operational
Noupoort,onwind,Onshore,79.1000,80.0000,,79.1000,,,2016,,-31.1728,25.0164,"ppm_live:{'GWPT': {'G100000900049'}, 'GPD': {'WRI1061302'}, 'GEO': {'GEO-46163'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2016/06/30; status=operational
Nxuba,onwind,Onshore,138.9000,,,138.9000,,,2020,,-32.7377,25.9668,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2020/10/27; status=operational
Oyster_bay,onwind,Onshore,140.0000,148.0000,,140.0000,,,2021,,-34.1164,24.6489,ppm_live:{'GWPT': {'G100000900021'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2021/07/01; status=operational
Perdekraal_east,onwind,Onshore,107.7600,110.0000,,107.7600,,,2020,,-33.0544,20.1003,ppm_live:{'GWPT': {'G100000900045'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2020/10/08; status=operational
Gibson_bay,onwind,Onshore,110.0000,95.0000,,110.0000,,,2017,,-34.1286,24.4818,"ppm_live:{'GWPT': {'G100000900077'}, 'GPD': {'WRI1061300'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2017/05/01; status=operational
Roggeveld,onwind,Onshore,140.0000,,,140.0000,,,2022,,-32.9172,20.5091,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2022/03/01; status=operational
Sere,onwind,Onshore,100.0000,100.0000,,100.0000,,,2015,,-31.4969,18.0634,"ppm_live:{'GWPT': {'G100000900029'}, 'GPD': {'WRI1000134'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2015/03/31; status=operational
Soetwater,onwind,Onshore,139.4000,139.0000,,139.4000,,,2022,,-32.7540,20.6396,ppm_live:{'GWPT': {'G100000900024'}},,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2022/07/01; status=operational
Tsitsikama,onwind,Onshore,94.8000,,,94.8000,,,2016,,-34.0735,24.5067,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2016/08/17; status=operational
Waainek,onwind,Onshore,23.4000,25.0000,,23.4000,,,2016,,-32.5901,26.4569,"ppm_live:{'GWPT': {'G100000900015'}, 'GPD': {'WRI1061297'}}",,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2016/01/01; status=operational
Wesley_ciskei,onwind,Onshore,32.7000,,,32.7000,,,2021,,-33.2903,27.3722,no_ppm_match,,data/za_audit/reipppp_wind_2023_candidates.csv,operating,True,include,REIPPPP wind project flagged included_2023 == True in Module 04 audit,COD=2021/08/01; status=operational
Aries Solar,solar,PV,9.6500,9.6000,,9.6500,,,2014,,-29.4965,20.7851,"ppm_live:{'GSPT': {'G100000831276'}, 'GPD': {'WRI1026033'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/03/20; status=operational; type=FIXED TILT
De Aar Solar PV,solar,PV,48.2500,55.3000,,48.2500,,,2014,,-30.6234,24.0283,"ppm_live:{'GSPT': {'G100000800110', 'G100000831279'}, 'GPD': {'WRI1061285', 'WRI1061288', 'WRI1026038', 'WRI1026037'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/04/05; status=operational; type=FIXED TILT
Droogfontein Solar PV Project,solar,PV,48.2500,50.0000,,48.2500,,,2014,,-28.6133,24.7468,"ppm_live:{'GSPT': {'G100000800120'}, 'GPD': {'WRI1026041'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/04/06; status=operational; type=FIXED TILT
Greefspan PV Power Plant1,solar,PV,10.0000,,,10.0000,,,2014,,-29.3938,23.3077,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/04/11; status=operational; type=SINGLE AXIS
Herbert PV Power Plant,solar,PV,19.9000,20.0000,,19.9000,,,2014,,-29.0019,23.8019,"ppm_live:{'GSPT': {'G100000800172'}, 'GPD': {'WRI1026043'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/04/11; status=operational; type=FIXED TILT
Kalkbult,solar,PV,72.5000,75.0000,,72.5000,,,2014,,-30.1608,24.1358,"ppm_live:{'GSPT': {'G100000800194'}, 'GPD': {'WRI1026045'}, 'GEO': {'GEO-44626'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/03/19; status=operational; type=FIXED TILT
Kathu Solar Energy Facility,solar,PV,75.0000,94.0000,,75.0000,,,2014,,-27.6129,23.0259,"ppm_live:{'GSPT': {'G100000800357'}, 'GPD': {'WRI1026056'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/08/15; status=operational; type=SINGLE AXIS
Konkoonsies Solar,solar,PV,9.6500,,,9.6500,,,2014,,-28.8891,19.5553,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/03/20; status=operational; type=FIXED TILT
Lesedi Power Company,solar,PV,64.0000,75.0000,,64.0000,,,2014,,-28.3154,23.3501,"ppm_live:{'GSPT': {'G100000800235'}, 'GPD': {'WRI1026050'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/05/21; status=operational; type=FIXED TILT
Letsatsi Power Company,solar,PV,64.0000,75.0000,,64.0000,,,2014,,-28.9134,25.9199,"ppm_live:{'GSPT': {'G100000800236'}, 'GPD': {'WRI1026051'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/05/21; status=operational; type=FIXED TILT
Mulilo Renewable Energy Solar PV De Aar,solar,PV,9.6500,,,9.6500,,,2014,,-30.6279,24.0055,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/07/19; status=operational; type=FIXED TILT
Mulilo Renewable Energy Solar PV Prieska,solar,PV,19.9000,,,19.9000,,,2014,,-29.9677,22.3197,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/10/01; status=operational; type=FIXED TILT
RustMo1 Solar Farm,solar,PV,6.7600,6.9000,,6.7600,,,2013,,-25.7379,27.4183,"ppm_live:{'GSPT': {'G100000831289'}, 'GPD': {'WRI1026055'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2013/11/15; status=operational; type=FIXED TILT
SlimSun Swartland Solar Park,solar,PV,5.0000,10.0000,,5.0000,,,2015,,-33.3500,18.5297,"ppm_live:{'GSPT': {'G100000831292', 'G100000831291'}, 'GPD': {'WRI1026058', 'WRI1061286'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2015/08/04; status=operational; type=FIXED TILT
Solar Capital De Aar,solar,PV,75.0000,75.0000,,75.0000,,,2014,,-30.6048,24.0952,ppm_live:{'GSPT': {'G100000814200'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/08/15; status=operational; type=FIXED TILT
Soutpan Solar Park,solar,PV,28.0000,31.0000,,28.0000,,,2014,,-22.9917,29.2517,"ppm_live:{'GSPT': {'G100000800382'}, 'GPD': {'WRI1026057'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/07/14; status=operational; type=FIXED TILT
Touwsrivier Project,solar,PV,36.0000,44.0000,,36.0000,,,2014,,-33.4104,19.9276,"ppm_live:{'GSPT': {'G100000800408'}, 'GPD': {'WRI1026059'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/12/05; status=operational; type=SINGLE AXIS
Witkop Solar Park,solar,PV,30.0000,30.0000,,30.0000,,,2014,,-24.0417,29.3617,"ppm_live:{'GSPT': {'G100000800428'}, 'GPD': {'WRI1026062'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/09/20; status=operational; type=SINGLE AXIS
Aurora,solar,PV,9.0000,8.9000,,9.0000,,,2014,,-32.6413,18.4973,"ppm_live:{'GSPT': {'G100000831277'}, 'GPD': {'WRI1026034'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/12/01; status=operational; type=FIXED TILT
Boshoff Solar Park,solar,PV,60.0000,66.0000,,60.0000,,,2014,,-28.4628,25.1891,"ppm_live:{'GSPT': {'G100000800086'}, 'GPD': {'WRI1026036'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/10/25; status=operational; type=SINGLE AXIS
Jasper Power Company,solar,PV,75.0000,96.0000,,75.0000,,,2014,,-28.3133,23.3751,"ppm_live:{'GSPT': {'G100000800181'}, 'GPD': {'WRI1026044'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/12/17; status=operational; type=FIXED TILT
Linde,solar,PV,36.8000,40.0000,,36.8000,,,2013,,-30.9986,24.6506,"ppm_live:{'GSPT': {'G100000800240'}, 'GPD': {'WRI1026052'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2013/06/30; status=operational; type=SINGLE AXIS
Project Dreunberg,solar,PV,69.9000,75.0000,,69.9000,,,2014,,-30.8373,26.2055,"ppm_live:{'GSPT': {'G100000800119'}, 'GPD': {'WRI1026040'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/12/31; status=operational; type=FIXED TILT
Sishen Solar Facility,solar,PV,74.0000,75.0000,,74.0000,,,2014,,-27.5836,22.9328,ppm_live:{'GSPT': {'G100000800325'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/11/29; status=operational; type=SINGLE AXIS
Solar Capital De Aar 3,solar,PV,75.0000,,,75.0000,,,2014,,-30.6048,24.0952,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/08/15; status=operational; type=FIXED TILT
Upington Solar PV,solar,PV,8.9000,,,8.9000,,,2014,,-28.5493,21.1038,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/07/31; status=operational; type=FIXED TILT
Vredendal,solar,PV,8.8000,8.8000,,8.8000,,,2014,,-31.6349,18.5054,"ppm_live:{'GSPT': {'G100000831294'}, 'GPD': {'WRI1026061'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2014/08/01; status=operational; type=FIXED TILT
Adams Solar PV 2,solar,PV,75.0000,85.0000,,75.0000,,,2017,,-27.3790,23.0130,"ppm_live:{'GSPT': {'G100000831273', 'G100000800007'}, 'GPD': {'WRI1061276'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2017/01/23; status=operational; type=FIXED TILT
Electra Capital (Pty) Ltd,solar,PV,75.0000,83.0000,,75.0000,,,2016,,-32.4148,18.7379,"ppm_live:{'GSPT': {'G100000800313'}, 'GPD': {'WRI1026053'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2016/10/12; status=operational; type=FIXED TILT
Mulilo Prieska PV,solar,PV,75.0000,86.0000,,75.0000,,,2016,,-30.0375,22.3172,ppm_live:{'GPD': {'WRI1061291'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2016/07/21; status=operational; type=FIXED TILT
Mulilo Sonnedix Prieska PV,solar,PV,75.0000,,,75.0000,,,2016,,-30.0244,22.3628,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2016/07/22; status=operational; type=SINGLE AXIS
Pulida Solar Park,solar,PV,75.0000,83.0000,,75.0000,,,2017,,-29.0869,24.9033,"ppm_live:{'GSPT': {'G100000800318'}, 'GPD': {'WRI1061292'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2017/01/23; status=operational; type=FIXED TILT
Tom Burke Solar Park,solar,PV,60.0000,66.0000,,60.0000,,,2016,,-23.0728,27.9894,"ppm_live:{'GSPT': {'G100000800401'}, 'GPD': {'WRI1061290'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2016/08/01; status=operational; type=FIXED TILT
Aggeneys Solar,solar,PV,40.0000,46.0000,,40.0000,,,2020,,-29.2358,18.8977,ppm_live:{'GSPT': {'G100000800009'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/07/25; status=operational; type=SINGLE AXIS
Droogfontein Solar Power,solar,PV,75.0000,,,75.0000,,,2020,,-26.8540,26.6421,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/09/01; status=operational; type=SINGLE AXIS
Dyasons Klip 1,solar,PV,75.0000,,,75.0000,,,2020,,-28.5493,21.1038,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/02/25; status=operational; type=SINGLE AXIS
Dyasons Klip 2,solar,PV,75.0000,,,75.0000,,,2020,,-28.5707,21.0613,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/04/01; status=operational; type=SINGLE AXIS
Konkoonsies II Solar PV Facility,solar,PV,75.0000,95.6000,,75.0000,,,2020,,-28.8988,19.5574,"ppm_live:{'GSPT': {'G100000831285', 'G100000800226'}, 'GPD': {'WRI1061280', 'WRI1026049'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/09/01; status=operational; type=SINGLE AXIS
Sirius Solar PV Project One,solar,PV,75.0000,,,75.0000,,,2020,,-28.5474,21.0950,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/02/18; status=operational; type=SINGLE AXIS
Loeriesfontein Orange,solar,PV,75.0000,,,75.0000,,,2023,,-30.9181,19.4410,no_ppm_match,,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2023/12/31; status=operational; type=SINGLE AXIS
Greefspan PV Power Plant2,solar,PV,55.0000,66.0000,,55.0000,,,2021,,-29.3857,23.3172,"ppm_live:{'GSPT': {'G100000800161', 'G100000831283'}, 'GPD': {'WRI1026042'}}",,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2021/04/09; status=operational; type=SINGLE AXIS
De Wildt,solar,PV,50.0000,50.0000,,50.0000,,,2021,,-25.6332,27.9307,ppm_live:{'GSPT': {'G100000800113'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2021/01/01; status=operational; type=SINGLE AXIS
Bokamoso,solar,PV,67.9000,68.0000,,67.9000,,,2020,,-27.1583,26.4009,ppm_live:{'GSPT': {'G100000800080'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/08/01; status=operational; type=SINGLE AXIS
Waterloo Solar Park,solar,PV,75.0000,86.0000,,75.0000,,,2020,,-27.0322,24.7931,ppm_live:{'GSPT': {'G100000800424'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2020/11/26; status=operational; type=SINGLE AXIS
Zeerust,solar,PV,75.0000,75.0000,,75.0000,,,2021,,-25.5748,26.0718,ppm_live:{'GSPT': {'G100000800434'}},,data/za_audit/reipppp_solar_2023_candidates.csv,operating,True,include,REIPPPP solar PV project flagged included_2023 == True in Module 04 audit,COD=2021/01/01; status=operational; type=SINGLE AXIS
