Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,source_count,source_flags,raw_project_ids
Lekwa Teemane Local Municipality Dr Ruth Segomotsi Mompati District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2021.0,,,-27.6638,25.6047,,,,,{nan},{'GSPT': {'G100001023959'}},1,ppm,{'GSPT': {'G100001023959'}}
Lesedi Local Municipality Sedibeng District Municipality Solar,Solar,PV,PP,South Africa,1.8,,2018.0,,,-26.4935,28.3716,,,,,{nan},{'GSPT': {'G100001023999'}},1,ppm,{'GSPT': {'G100001023999'}}
Loeriesfonstein Solar Farm,Solar,PV,PP,South Africa,86.0,,2023.0,,,-30.5012,19.5705,,,,,{nan},{'GSPT': {'G100000800242'}},1,ppm,{'GSPT': {'G100000800242'}}
Madibeng Local Municipality Bojanala Platinum District Municipality Solar,Solar,PV,PP,South Africa,1.8,,2022.0,,,-25.6502,27.8023,,,,,{nan},{'GSPT': {'G100001023990'}},1,ppm,{'GSPT': {'G100001023990'}}
Mafube Local Municipality Fezile Dabi District Municipality Solar,Solar,PV,PP,South Africa,3.6,,2021.0,,,-27.2823,28.4816,,,,,{nan},{'GSPT': {'G100001023971'}},1,ppm,{'GSPT': {'G100001023971'}}
Magareng Local Municipality Frances Baard District Municipality Solar,Solar,PV,PP,South Africa,2.1,,2017.0,,,-28.0985,25.0093,,,,,{nan},{'GSPT': {'G100001023987'}},1,ppm,{'GSPT': {'G100001023987'}}
Makhado Local Municipality Vhembe District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2020.0,,,-23.129,29.5036,,,,,{nan},{'GSPT': {'G100001023984'}},1,ppm,{'GSPT': {'G100001023984'}}
Matjhabeng Local Municipality Lejweleputswa District Municipality Solar,Solar,PV,PP,South Africa,10.3,,2022.0,,,-27.8685,26.7039,,,,,{nan},{'GSPT': {'G100001023979'}},1,ppm,{'GSPT': {'G100001023979'}}
Mbombela Ehlanzeni District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2018.0,,,-24.9978,31.5896,,,,,{nan},{'GSPT': {'G100001023962'}},1,ppm,{'GSPT': {'G100001023962'}}
Merak Solar,Solar,PV,PP,South Africa,266.0,,2024.0,,,-26.0497,26.115850000000002,,,,,"{nan, nan}","{'GSPT': {'G100000814226', 'G100000814225'}}",1,ppm,"{'GSPT': {'G100000814226', 'G100000814225'}}"
Midvaal Local Municipality Sedibeng District Municipality Solar,Solar,PV,PP,South Africa,1.3,,2023.0,,,-26.5081,28.0611,,,,,{nan},{'GSPT': {'G100001023975'}},1,ppm,{'GSPT': {'G100001023975'}}
Msukaligwa Gert Sibande Solar,Solar,PV,PP,South Africa,1.3,,2022.0,,,-26.2372,30.4432,,,,,{nan},{'GSPT': {'G100001023986'}},1,ppm,{'GSPT': {'G100001023986'}}
Mulilo Total Hydra Solar Farm,Solar,PV,PP,South Africa,216.0,,2025.0,,,-30.6781,24.0671,,,,,{nan},{'GSPT': {'G100000814214'}},1,ppm,{'GSPT': {'G100000814214'}}
Mutale Local Municipality Vhembe District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2017.0,,,-22.5078,30.9519,,,,,{nan},{'GSPT': {'G100001023960'}},1,ppm,{'GSPT': {'G100001023960'}}
Nieuwehoop Solar Pv Facility,Solar,PV,PP,South Africa,180.0,,,,,-29.1208,21.385,,,,,{nan},{'GSPT': {'G100000814215'}},1,ppm,{'GSPT': {'G100000814215'}}
Polokwane Capricorn District Municipality Solar,Solar,PV,PP,South Africa,1.2,,2019.0,,,-23.874,29.5095,,,,,{nan},{'GSPT': {'G100001024008'}},1,ppm,{'GSPT': {'G100001024008'}}
Polokwane Local Municipality Capricorn District Municipality Solar,Solar,PV,PP,South Africa,1.4,,2020.0,,,-23.7512,29.4189,,,,,{nan},{'GSPT': {'G100001023969'}},1,ppm,{'GSPT': {'G100001023969'}}
Pretoria City Of Tshwane Metropolitan Municipality Solar,Solar,PV,PP,South Africa,1.3,,2017.0,,,-25.7419,28.2791,,,,,{nan},{'GSPT': {'G100001023970'}},1,ppm,{'GSPT': {'G100001023970'}}
Redstone Csp Solar,Solar,CSP,PP,South Africa,100.0,,2024.0,,,-28.2982,23.3669,,,,,{nan},{'GSPT': {'G100000800324'}},1,ppm,{'GSPT': {'G100000800324'}}
Reisa Solar Farm,Solar,PV,PP,South Africa,75.0,,2014.0,,,-27.5975,22.9095,,,,,{nan},{'GSPT': {'G100000800325'}},1,ppm,{'GSPT': {'G100000800325'}}
Roodepoort City Of Johannesburg Metropolitan Municipality Solar,Solar,PV,PP,South Africa,4.8,,2017.0,,,-26.13315,27.88345,,,,,"{nan, nan}","{'GSPT': {'G100001024004', 'G100001024005'}}",1,ppm,"{'GSPT': {'G100001024004', 'G100001024005'}}"
Rustenburg Platinum Mine Solar Farm,Solar,PV,PP,South Africa,65.0,,2025.0,,,-25.6849,27.4626,,,,,{nan},{'GSPT': {'G100000814221'}},1,ppm,{'GSPT': {'G100000814221'}}
Rustenburg Platinum Mine Solar Farm,Solar,PV,PP,South Africa,30.0,,2025.0,,,-25.6802,27.5188,,,,,{nan},{'GSPT': {'G100000814222'}},1,ppm,{'GSPT': {'G100000814222'}}
Rustenburg Platinum Mine Solar Farm,Solar,PV,PP,South Africa,80.0,,2025.0,,,-25.6789,27.3085,,,,,{nan},{'GSPT': {'G100000814220'}},1,ppm,{'GSPT': {'G100000814220'}}
Sandton City Of Johannesburg Metropolitan Municipality Solar,Solar,PV,PP,South Africa,1.7,,2017.0,,,-26.1061,28.1349,,,,,{nan},{'GSPT': {'G100001023941'}},1,ppm,{'GSPT': {'G100001023941'}}
Sasolburg Solar,Solar,PV,PP,South Africa,10.0,,2023.0,,,-26.8115,27.8418,,,,,{nan},{'GSPT': {'G100000831290'}},1,ppm,{'GSPT': {'G100000831290'}}
Siyathemba Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,1.9,,2017.0,,,-29.6619,22.8337,,,,,{nan},{'GSPT': {'G100001023934'}},1,ppm,{'GSPT': {'G100001023934'}}
Siyathemba Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,1.4,,2017.0,,,-29.549,22.9178,,,,,{nan},{'GSPT': {'G100001023956'}},1,ppm,{'GSPT': {'G100001023956'}}
Sol Plaatje Local Municipality Frances Baard District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2020.0,,,-28.9918,24.4768,,,,,{nan},{'GSPT': {'G100001023955'}},1,ppm,{'GSPT': {'G100001023955'}}
South Deep Mine Solar Farm,Solar,PV,PP,South Africa,50.0,,2022.0,,,-26.4083,27.6646,,,,,{nan},{'GSPT': {'G100000800380'}},1,ppm,{'GSPT': {'G100000800380'}}
Springbok Solar Farm South Africa,Solar,PV,PP,South Africa,150.0,,,,,-28.2003,26.8097,,,,,{nan},{'GSPT': {'G100001028016'}},1,ppm,{'GSPT': {'G100001028016'}}
Steve Tshwete Local Municipality Nkangala Solar,Solar,PV,PP,South Africa,1.4,,2017.0,,,-25.8938,29.6526,,,,,{nan},{'GSPT': {'G100001023972'}},1,ppm,{'GSPT': {'G100001023972'}}
Suncentral Solar Farm,Solar,PV,PP,South Africa,342.0,,,,,-30.8538,24.2184,,,,,{nan},{'GSPT': {'G100001022129'}},1,ppm,{'GSPT': {'G100001022129'}}
Teraco Solar Farm,Solar,PV,PP,South Africa,120.0,,2026.0,,,-28.4223,26.8287,,,,,{nan},{'GSPT': {'G100001030400'}},1,ppm,{'GSPT': {'G100001030400'}}
Thabazimbi Local Municipality Waterberg District Municipality Solar,Solar,PV,PP,South Africa,2.1,,2021.0,,,-24.9073,27.4903,,,,,{nan},{'GSPT': {'G100001024010'}},1,ppm,{'GSPT': {'G100001024010'}}
Thabazimbi Local Municipality Waterberg District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2017.0,,,-24.7538,27.352,,,,,{nan},{'GSPT': {'G100001023937'}},1,ppm,{'GSPT': {'G100001023937'}}
Thabazimbi Local Municipality Waterberg District Municipality Solar,Solar,PV,PP,South Africa,3.4,,2017.0,,,-24.5379,27.213250000000002,,,,,"{nan, nan}","{'GSPT': {'G100001023952', 'G100001023938'}}",1,ppm,"{'GSPT': {'G100001023952', 'G100001023938'}}"
Tharisa Pgm Mine Solar Farm,Solar,PV,PP,South Africa,40.0,,,,,-25.7402,27.4931,,,,,{nan},{'GSPT': {'G100000814230'}},1,ppm,{'GSPT': {'G100000814230'}}
Thembelihle Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,2.6,,2021.0,,,-29.551,24.0022,,,,,{nan},{'GSPT': {'G100001023958'}},1,ppm,{'GSPT': {'G100001023958'}}
Thembelihle Local Municipality Pixley Ka Seme District Municipality Solar,Solar,PV,PP,South Africa,2.5,,2022.0,,,-29.8051,24.4151,,,,,{nan},{'GSPT': {'G100001023950'}},1,ppm,{'GSPT': {'G100001023950'}}
Tokologo Local Municipality Lejweleputswa District Municipality Solar,Solar,PV,PP,South Africa,1.1,,2021.0,,,-27.9337,25.1656,,,,,{nan},{'GSPT': {'G100001023936'}},1,ppm,{'GSPT': {'G100001023936'}}
Umjindi Local Municipality Ehlanzeni District Municipality Solar,Solar,PV,PP,South Africa,1.3,,,,,-25.6476,31.2884,,,,,{nan},{'GSPT': {'G100001024011'}},1,ppm,{'GSPT': {'G100001024011'}}
Upington Solar Farm,Solar,PV,PP,South Africa,258.0,,2020.0,,,-28.563566666666663,21.075466666666667,,,,,"{nan, nan, nan}","{'GSPT': {'G100000800420', 'G100000800419', 'G100000800418'}}",1,ppm,"{'GSPT': {'G100000800420', 'G100000800419', 'G100000800418'}}"
Victor Khanye Local Municipality Nkangala Solar,Solar,PV,PP,South Africa,2.7,,2022.0,,,-26.1257,28.6811,,,,,{nan},{'GSPT': {'G100001023976'}},1,ppm,{'GSPT': {'G100001023976'}}
Waterloo Solar Farm South Africa,Solar,PV,PP,South Africa,86.0,,2020.0,,,-27.0322,24.7931,,,,,{nan},{'GSPT': {'G100000800424'}},1,ppm,{'GSPT': {'G100000800424'}}
Welkom Lejweleputswa District Municipality Solar,Solar,PV,PP,South Africa,18.700000000000003,,2022.0,,,-27.9242,26.6957,,,,,"{nan, nan}","{'GSPT': {'G100001023977', 'G100001023978'}}",1,ppm,"{'GSPT': {'G100001023977', 'G100001023978'}}"
Witzenberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,1.5,,2022.0,,,-33.1065,19.355,,,,,{nan},{'GSPT': {'G100001023974'}},1,ppm,{'GSPT': {'G100001023974'}}
Witzenberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,6.3,,,,,-33.4324,19.23,,,,,{nan},{'GSPT': {'G100001023932'}},1,ppm,{'GSPT': {'G100001023932'}}
Witzenberg Local Municipality Cape Winelands District Municipality Solar,Solar,PV,PP,South Africa,2.0,,2020.0,,,-33.2271,19.2364,,,,,{nan},{'GSPT': {'G100001023973'}},1,ppm,{'GSPT': {'G100001023973'}}
Zeerust Solar Field,Solar,PV,PP,South Africa,75.0,,2021.0,,,-25.5748,26.0718,,,,,{nan},{'GSPT': {'G100000800434'}},1,ppm,{'GSPT': {'G100000800434'}}
Brandvalley Wind Farm,Wind,Onshore,PP,South Africa,144.0,,2025.0,,,-33.0943,20.5792,,,,,{nan},{'GWPT': {'G100000920669'}},1,ppm,{'GWPT': {'G100000920669'}}
Castle Wind Farm,Wind,Onshore,PP,South Africa,89.0,,2025.0,,,-30.6515,24.0186,,,,,{nan},{'GWPT': {'G100000927424'}},1,ppm,{'GWPT': {'G100000927424'}}
Coleskop Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2025.0,,,-31.4022,24.8035,,,,,{nan},{'GWPT': {'G100000920670'}},1,ppm,{'GWPT': {'G100000920670'}}
Copperton Wind Farm,Wind,Onshore,PP,South Africa,102.0,,2021.0,,,-29.9078,22.3391,,,,,{nan},{'GWPT': {'G100000900017'}},1,ppm,{'GWPT': {'G100000900017'}}
Excelsior Wind Farm,Wind,Onshore,PP,South Africa,32.0,,2020.0,,,-34.2423,20.2307,,,,,{nan},{'GWPT': {'G100000900210'}},1,ppm,{'GWPT': {'G100000900210'}}
Garob Wind Farm,Wind,Onshore,PP,South Africa,145.0,,2018.0,,,-29.959,22.4131,,,,,{nan},{'GWPT': {'G100000900020'}},1,ppm,{'GWPT': {'G100000900020'}}
Gibson Bay Wind Farm,Wind,Onshore,PP,South Africa,111.0,,2017.0,,,-34.1286,24.4818,,,,,{nan},{'GWPT': {'G100000900026'}},1,ppm,{'GWPT': {'G100000900026'}}
Golden Valley Wind Farm South Africa,Wind,Onshore,PP,South Africa,120.0,,2018.0,,,-32.8875,25.9418,,,,,{nan},{'GWPT': {'G100000900040'}},1,ppm,{'GWPT': {'G100000900040'}}
Kangnas Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2020.0,,,-29.6692,17.8962,,,,,{nan},{'GWPT': {'G100000900046'}},1,ppm,{'GWPT': {'G100000900046'}}
Karusa Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2022.0,,,-32.8858,20.6567,,,,,{nan},{'GWPT': {'G100000900027'}},1,ppm,{'GWPT': {'G100000900027'}}
Longyuan Mulilo De Aar Maanhaarberg Wind Farm,Wind,Onshore,PP,South Africa,235.0,,2017.0,,,-30.7349,23.8665,,,,,"{nan, nan}","{'GWPT': {'G100000900009', 'G100000900008'}}",1,ppm,"{'GWPT': {'G100000900009', 'G100000900008'}}"
Mpumalanga Coal Mine Wind Farm,Wind,Onshore,PP,South Africa,155.0,,2026.0,,,-26.0855,30.003,,,,,{nan},{'GWPT': {'G100000927427'}},1,ppm,{'GWPT': {'G100000927427'}}
Nobelsfontaine Wind Farm,Wind,Onshore,PP,South Africa,74.0,,2014.0,,,-31.7287,23.1841,,,,,{nan},{'GWPT': {'G100000900016'}},1,ppm,{'GWPT': {'G100000900016'}}
Nojoli Wind Farm,Wind,Onshore,PP,South Africa,88.0,,2016.0,,,-32.7789,25.9324,,,,,{nan},{'GWPT': {'G100000900023'}},1,ppm,{'GWPT': {'G100000900023'}}
Nxuba Wind Farm,Wind,Onshore,PP,South Africa,139.0,,2020.0,,,-32.7407,25.9459,,,,,{nan},{'GWPT': {'G100000900022'}},1,ppm,{'GWPT': {'G100000900022'}}
Oyster Bay Wind Farm,Wind,Onshore,PP,South Africa,148.0,,2021.0,,,-34.1115,24.6347,,,,,{nan},{'GWPT': {'G100000900021'}},1,ppm,{'GWPT': {'G100000900021'}}
Perdekraal East Wind Farm,Wind,Onshore,PP,South Africa,110.0,,2021.0,,,-33.0561,20.1094,,,,,{nan},{'GWPT': {'G100000900045'}},1,ppm,{'GWPT': {'G100000900045'}}
Phezukomoya Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2025.0,,,-31.2525,24.9523,,,,,{nan},{'GWPT': {'G100000920677'}},1,ppm,{'GWPT': {'G100000920677'}}
Rietkloof Wind Farm,Wind,Onshore,PP,South Africa,144.0,,2025.0,,,-33.1914,20.5845,,,,,{nan},{'GWPT': {'G100000920678'}},1,ppm,{'GWPT': {'G100000920678'}}
Roggeveld Wind Farm,Wind,Onshore,PP,South Africa,147.0,,2022.0,,,-32.6426,20.9174,,,,,{nan},{'GWPT': {'G100000900065'}},1,ppm,{'GWPT': {'G100000900065'}}
San Kraal Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2025.0,,,-29.7853,18.4065,,,,,{nan},{'GWPT': {'G100000920680'}},1,ppm,{'GWPT': {'G100000920680'}}
Soetwater Wind Farm,Wind,Onshore,PP,South Africa,139.0,,2021.0,,,-32.754,20.6396,,,,,{nan},{'GWPT': {'G100000900024'}},1,ppm,{'GWPT': {'G100000900024'}}
Sutherland Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2026.0,,,-32.4111,20.6644,,,,,{nan},{'GWPT': {'G100000920683'}},1,ppm,{'GWPT': {'G100000920683'}}
Umoya Energy Wind Farm,Wind,Onshore,PP,South Africa,67.0,,2014.0,,,-33.0928,18.3989,,,,,{nan},{'GWPT': {'G100000920685'}},1,ppm,{'GWPT': {'G100000920685'}}
Waaihoek Wind Farm,Wind,Onshore,PP,South Africa,140.0,,2026.0,,,-28.5724,30.1447,,,,,{nan},{'GWPT': {'G100000920687'}},1,ppm,{'GWPT': {'G100000920687'}}
Wesley Ciskei Wind Farm,Wind,Onshore,PP,South Africa,34.0,,2021.0,,,-28.8166,24.9916,,,,,{nan},{'GWPT': {'G100000900211'}},1,ppm,{'GWPT': {'G100000900211'}}
Wolf Wind Farm,Wind,Onshore,PP,South Africa,84.0,,2025.0,,,-33.1538,25.5536,,,,,{nan},{'GWPT': {'G100000920688'}},1,ppm,{'GWPT': {'G100000920688'}}
